step,time_seconds,total_energy,relative_energy_drift,momentum_x,momentum_y,momentum_z,momentum_drift,center_of_mass_x,center_of_mass_y,center_of_mass_z,center_of_mass_drift
79032,2.84515200000000000e+08,-1.97268632471925581e+35,2.34412828155355635e-12,4.87303553430323200e+16,3.18360656733702005e+31,0.00000000000000000e+00,2.08438304971166048e+17,1.50861297265461183e+09,4.54908039837033463e+09,0.00000000000000000e+00,4.54908039837033463e+09
79056,2.84601600000000000e+08,-1.97268632471929123e+35,2.36208235168512979e-12,4.80266679012556800e+16,3.18360656733702051e+31,0.00000000000000000e+00,2.12659680125369408e+17,1.50861297265461111e+09,4.55046183790825462e+09,0.00000000000000000e+00,4.55046183790825462e+09
79080,2.84688000000000000e+08,-1.97268632471931632e+35,2.37479981802832776e-12,4.44730463202836480e+16,3.18360656733702096e+31,0.00000000000000000e+00,2.16290764165908480e+17,1.50861297265461206e+09,4.55184327744617653e+09,0.00000000000000000e+00,4.55184327744617653e+09
79104,2.84774400000000000e+08,-1.97268632471933181e+35,2.38265472371089117e-12,5.22136081798266880e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.31154244798328640e+17,1.50861297265461230e+09,4.55322471698409557e+09,0.00000000000000000e+00,4.55322471698409557e+09
79128,2.84860800000000000e+08,-1.97268632471934141e+35,2.38751728437152574e-12,6.72021506896691200e+16,3.18360656733702186e+31,0.00000000000000000e+00,2.30682020356343904e+17,1.50861297265461230e+09,4.55460615652201462e+09,0.00000000000000000e+00,4.55460615652201462e+09
79152,2.84947200000000000e+08,-1.97268632471933772e+35,2.38564706873282001e-12,6.34022385040752640e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.33935606217729952e+17,1.50861297265461326e+09,4.55598759605993462e+09,0.00000000000000000e+00,4.55598759605993462e+09
79176,2.85033600000000000e+08,-1.97268632471932148e+35,2.37741811992251570e-12,6.46688758992732160e+16,3.18360656733702141e+31,0.00000000000000000e+00,2.25638505660911200e+17,1.50861297265461326e+09,4.55736903559785461e+09,0.00000000000000000e+00,4.55736903559785461e+09
79200,2.85120000000000000e+08,-1.97268632471929898e+35,2.36600980452641170e-12,7.26557283634380800e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.36611239955228832e+17,1.50861297265461302e+09,4.55875047513577175e+09,0.00000000000000000e+00,4.55875047513577175e+09
79224,2.85206400000000000e+08,-1.97268632471926614e+35,2.34936488534193222e-12,6.97354254800650240e+16,3.18360656733702186e+31,0.00000000000000000e+00,2.31432700855461152e+17,1.50861297265461230e+09,4.56013191467368793e+09,0.00000000000000000e+00,4.56013191467368793e+09
79248,2.85292800000000000e+08,-1.97268632471922261e+35,2.32729634080520642e-12,7.55056625026334720e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.37501850685612064e+17,1.50861297265461302e+09,4.56151335421161175e+09,0.00000000000000000e+00,4.56151335421161175e+09
79272,2.85379200000000000e+08,-1.97268632471917133e+35,2.30130034342719912e-12,7.13187222240624640e+16,3.18360656733702186e+31,0.00000000000000000e+00,2.31914694657412000e+17,1.50861297265461302e+09,4.56289479374953175e+09,0.00000000000000000e+00,4.56289479374953175e+09
79296,2.85465600000000000e+08,-1.97268632471911267e+35,2.27156391477178037e-12,6.41411103179407360e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.42812103489699136e+17,1.50861297265461183e+09,4.56427623328745174e+09,0.00000000000000000e+00,4.56427623328745174e+09
79320,2.85552000000000000e+08,-1.97268632471904368e+35,2.23659088232798655e-12,6.65336476199813120e+16,3.18360656733702276e+31,0.00000000000000000e+00,2.39126062244829024e+17,1.50861297265461159e+09,4.56565767282537174e+09,0.00000000000000000e+00,4.56565767282537174e+09
79344,2.85638400000000000e+08,-1.97268632471896362e+35,2.19600720296807555e-12,6.47040602713620480e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.51654767131179776e+17,1.50861297265461159e+09,4.56703911236329269e+09,0.00000000000000000e+00,4.56703911236329269e+09
79368,2.85724800000000000e+08,-1.97268632471887470e+35,2.15093500607527129e-12,6.29096572948316160e+16,3.18360656733702366e+31,0.00000000000000000e+00,2.46841879667147872e+17,1.50861297265461206e+09,4.56842055190121174e+09,0.00000000000000000e+00,4.56842055190121174e+09
79392,2.85811200000000000e+08,-1.97268632471877694e+35,2.10137429164957417e-12,8.25073525483110400e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.48296393032209408e+17,1.50861297265461206e+09,4.56980199143913174e+09,0.00000000000000000e+00,4.56980199143913174e+09
79416,2.85897600000000000e+08,-1.97268632471867142e+35,2.04788612438259475e-12,7.22335158983720960e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.53695067400390432e+17,1.50861297265461183e+09,4.57118343097705078e+09,0.00000000000000000e+00,4.57118343097705078e+09
79440,2.85984000000000000e+08,-1.97268632471856074e+35,1.99177965522142779e-12,7.06502191543746560e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.53248810206108256e+17,1.50861297265461159e+09,4.57256487051496983e+09,0.00000000000000000e+00,4.57256487051496983e+09
79464,2.86070400000000000e+08,-1.97268632471843383e+35,1.92744423724995653e-12,7.68074842699202560e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.46461001394030208e+17,1.50861297265461111e+09,4.57394631005288887e+09,0.00000000000000000e+00,4.57394631005288887e+09
79488,2.86156800000000000e+08,-1.97268632471830949e+35,1.86441797022557882e-12,8.62720803618160640e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.58043365065261696e+17,1.50861297265461111e+09,4.57532774959080791e+09,0.00000000000000000e+00,4.57532774959080791e+09
79512,2.86243200000000000e+08,-1.97268632471817705e+35,1.79727722879604897e-12,7.64204561769431040e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.59218778589319008e+17,1.50861297265461159e+09,4.57670918912872887e+09,0.00000000000000000e+00,4.57670918912872887e+09
79536,2.86329600000000000e+08,-1.97268632471804165e+35,1.72864031485555469e-12,7.54352937584558080e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.63241562184766272e+17,1.50861297265461183e+09,4.57809062866664886e+09,0.00000000000000000e+00,4.57809062866664886e+09
79560,2.86416000000000000e+08,-1.97268632471789813e+35,1.65588892650990826e-12,7.55408468747223040e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.54656486174608384e+17,1.50861297265461183e+09,4.57947206820456409e+09,0.00000000000000000e+00,4.57947206820456409e+09
79584,2.86502400000000000e+08,-1.97268632471775277e+35,1.58220243034490876e-12,8.32462243621765120e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.65585335415209760e+17,1.50861297265461206e+09,4.58085350774248219e+09,0.00000000000000000e+00,4.58085350774248219e+09
79608,2.86588800000000000e+08,-1.97268632471760520e+35,1.50739380479668615e-12,7.35353376656588800e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.58382923074743424e+17,1.50861297265461302e+09,4.58223494728040218e+09,0.00000000000000000e+00,4.58223494728040218e+09
79632,2.86675200000000000e+08,-1.97268632471745098e+35,1.42921879109879360e-12,5.84764264116387840e+16,3.18360656733702546e+31,0.00000000000000000e+00,2.63281296806552672e+17,1.50861297265461326e+09,4.58361638681832409e+09,0.00000000000000000e+00,4.58361638681832409e+09
79656,2.86761600000000000e+08,-1.97268632471729640e+35,1.35085675583703039e-12,6.12559918066565120e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.55159921585000256e+17,1.50861297265461302e+09,4.58499782635624504e+09,0.00000000000000000e+00,4.58499782635624504e+09
79680,2.86848000000000000e+08,-1.97268632471713997e+35,1.27155961275591432e-12,5.98486169231032320e+16,3.18360656733702546e+31,0.00000000000000000e+00,2.63589464413645792e+17,1.50861297265461326e+09,4.58637926589416313e+09,0.00000000000000000e+00,4.58637926589416313e+09
79704,2.86934400000000000e+08,-1.97268632471698354e+35,1.19226246967479825e-12,5.58024141328875520e+16,3.18360656733702546e+31,0.00000000000000000e+00,2.62700320185040064e+17,1.50861297265461373e+09,4.58776070543208599e+09,0.00000000000000000e+00,4.58776070543208599e+09
79728,2.87020800000000000e+08,-1.97268632471682047e+35,1.10959893844401223e-12,4.94340427848089600e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.52582686732674976e+17,1.50861297265461397e+09,4.58914214497000694e+09,0.00000000000000000e+00,4.58914214497000694e+09
79752,2.87107200000000000e+08,-1.97268632471666146e+35,1.02899264441580239e-12,5.16858425984942080e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.57443319668947616e+17,1.50861297265461373e+09,4.59052358450792885e+09,0.00000000000000000e+00,4.59052358450792885e+09
79776,2.87193600000000000e+08,-1.97268632471650134e+35,9.47825285695980797e-13,5.64357328304865280e+16,3.18360656733702366e+31,0.00000000000000000e+00,2.45271850233106848e+17,1.50861297265461373e+09,4.59190502404584694e+09,0.00000000000000000e+00,4.59190502404584694e+09
79800,2.87280000000000000e+08,-1.97268632471634455e+35,8.68341121050994274e-13,6.19948636205219840e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.50971850054095488e+17,1.50861297265461421e+09,4.59328646358376884e+09,0.00000000000000000e+00,4.59328646358376884e+09
79824,2.87366400000000000e+08,-1.97268632471618517e+35,7.87547805458913883e-13,5.79838452023951360e+16,3.18360656733702366e+31,0.00000000000000000e+00,2.45632682843942528e+17,1.50861297265461421e+09,4.59466790312168694e+09,0.00000000000000000e+00,4.59466790312168694e+09
79848,2.87452800000000000e+08,-1.97268632471603317e+35,7.10494921144244543e-13,5.33395080866693120e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.53375989734572448e+17,1.50861297265461516e+09,4.59604934265960503e+09,0.00000000000000000e+00,4.59604934265960503e+09
79872,2.87539200000000000e+08,-1.97268632471588301e+35,6.34377144648927965e-13,4.91525678080983040e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.39289804401282048e+17,1.50861297265461540e+09,4.59743078219752693e+09,0.00000000000000000e+00,4.59743078219752693e+09
79896,2.87625600000000000e+08,-1.97268632471573765e+35,5.60690648483928670e-13,5.50987266911109120e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.53752160057856544e+17,1.50861297265461516e+09,4.59881222173544693e+09,0.00000000000000000e+00,4.59881222173544693e+09
79920,2.87712000000000000e+08,-1.97268632471559709e+35,4.89435432649246658e-13,4.42971244598394880e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.47195755707210272e+17,1.50861297265461540e+09,4.60019366127336884e+09,0.00000000000000000e+00,4.60019366127336884e+09
79944,2.87798400000000000e+08,-1.97268632471546648e+35,4.23229799039069615e-13,3.16307505078599680e+16,3.18360656733702546e+31,0.00000000000000000e+00,2.58646579679598240e+17,1.50861297265461516e+09,4.60157510081128597e+09,0.00000000000000000e+00,4.60157510081128597e+09
79968,2.87884800000000000e+08,-1.97268632471533846e+35,3.58333316375986438e-13,3.34251534843904000e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.36560513302049568e+17,1.50861297265461493e+09,4.60295654034920502e+09,0.00000000000000000e+00,4.60295654034920502e+09
79992,2.87971200000000000e+08,-1.97268632471522409e+35,3.00356631576113905e-13,3.57825064143421440e+16,3.18360656733702411e+31,0.00000000000000000e+00,2.45812721740638784e+17,1.50861297265461421e+09,4.60433797988712597e+09,0.00000000000000000e+00,4.60433797988712597e+09
80016,2.88057600000000000e+08,-1.97268632471511489e+35,2.44998248670429158e-13,3.01178225080401920e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.36115901202989568e+17,1.50861297265461493e+09,4.60571941942504501e+09,0.00000000000000000e+00,4.60571941942504501e+09
80040,2.88144000000000000e+08,-1.97268632471501564e+35,1.94689447989249429e-13,3.65565626002964480e+16,3.18360656733702276e+31,0.00000000000000000e+00,2.32574567930905536e+17,1.50861297265461540e+09,4.60710085896296406e+09,0.00000000000000000e+00,4.60710085896296406e+09
80064,2.88230400000000000e+08,-1.97268632471492894e+35,1.50739380479668610e-13,3.00826381359513600e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.27180521009939968e+17,1.50861297265461540e+09,4.60848229850088310e+09,0.00000000000000000e+00,4.60848229850088310e+09
80088,2.88316800000000000e+08,-1.97268632471484778e+35,1.09594636428146167e-13,3.72954344141619200e+16,3.18360656733702366e+31,0.00000000000000000e+00,2.41586916046375744e+17,1.50861297265461445e+09,4.60986373803880405e+09,0.00000000000000000e+00,4.60986373803880405e+09
80112,2.88403200000000000e+08,-1.97268632471478100e+35,7.57437333675754226e-14,2.71623352525783040e+16,3.18360656733702321e+31,0.00000000000000000e+00,2.35757137802119520e+17,1.50861297265461445e+09,4.61124517757672405e+09,0.00000000000000000e+00,4.61124517757672405e+09
80136,2.88489600000000000e+08,-1.97268632471472087e+35,4.52592184566746986e-14,2.45235073459159040e+16,3.18360656733702366e+31,0.00000000000000000e+00,2.39947267100925184e+17,1.50861297265461445e+09,4.61262661711464405e+09,0.00000000000000000e+00,4.61262661711464405e+09
80160,2.88576000000000000e+08,-1.97268632471467696e+35,2.30036523560784606e-14,3.36714440890122240e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.27683530709115296e+17,1.50861297265461445e+09,4.61400805665256310e+09,0.00000000000000000e+00,4.61400805665256310e+09
80184,2.88662400000000000e+08,-1.97268632471464486e+35,6.73277629934003778e-15,3.88435467860705280e+16,3.18360656733702186e+31,0.00000000000000000e+00,2.24068932664234624e+17,1.50861297265461326e+09,4.61538949619048309e+09,0.00000000000000000e+00,4.61538949619048309e+09
80208,2.88748800000000000e+08,-1.97268632471462420e+35,3.74043127741113175e-15,3.47973439958548480e+16,3.18360656733702186e+31,0.00000000000000000e+00,2.23403045206491136e+17,1.50861297265461302e+09,4.61677093572840405e+09,0.00000000000000000e+00,4.61677093572840405e+09
80232,2.88835200000000000e+08,-1.97268632471461609e+35,7.85490568256337793e-15,4.37341745064181760e+16,3.18360656733702141e+31,0.00000000000000000e+00,2.20552374157639232e+17,1.50861297265461206e+09,4.61815237526632595e+09,0.00000000000000000e+00,4.61815237526632595e+09
80256,2.88921600000000000e+08,-1.97268632471461904e+35,6.35873317159892413e-15,4.10249778555781120e+16,3.18360656733702141e+31,0.00000000000000000e+00,2.20031180824137120e+17,1.50861297265461206e+09,4.61953381480424690e+09,0.00000000000000000e+00,4.61953381480424690e+09
80280,2.89008000000000000e+08,-1.97268632471463490e+35,1.68319407483500944e-15,4.69007679944130560e+16,3.18360656733702186e+31,0.00000000000000000e+00,2.25605291375963552e+17,1.50861297265461206e+09,4.62091525434216690e+09,0.00000000000000000e+00,4.62091525434216690e+09
80304,2.89094400000000000e+08,-1.97268632471466331e+35,1.60838544928678672e-14,4.90821990639206400e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.30467104537891712e+17,1.50861297265461206e+09,4.62229669388008881e+09,0.00000000000000000e+00,4.62229669388008881e+09
80328,2.89180800000000000e+08,-1.97268632471470353e+35,3.64692049547585361e-14,4.72526117153013760e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.30084404780172384e+17,1.50861297265461206e+09,4.62367813341800880e+09,0.00000000000000000e+00,4.62367813341800880e+09
80352,2.89267200000000000e+08,-1.97268632471475038e+35,6.02209435663192256e-14,4.06379497626009600e+16,3.18360656733702231e+31,0.00000000000000000e+00,2.28817540783124512e+17,1.50861297265461230e+09,4.62505957295592976e+09,0.00000000000000000e+00,4.62505957295592976e+09
80376,2.89353600000000000e+08,-1.97268632471481605e+35,9.35107819352783000e-14,3.69787750653624320e+16,3.18360656733702276e+31,0.00000000000000000e+00,2.32641305843207200e+17,1.50861297265461206e+09,4.62644101249384689e+09,0.00000000000000000e+00,4.62644101249384689e+09
80400,2.89440000000000000e+08,-1.97268632471489058e+35,1.31289137837130722e-13,2.87104476244869120e+16,3.18360656733702366e+31,0.00000000000000000e+00,2.40411269243885376e+17,1.50861297265461183e+09,4.62782245203176975e+09,0.00000000000000000e+00,4.62782245203176975e+09
80424,2.89526400000000000e+08,-1.97268632471497248e+35,1.72807925016394308e-13,3.30381253914132480e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.49891590055417920e+17,1.50861297265461183e+09,4.62920389156969166e+09,0.00000000000000000e+00,4.62920389156969166e+09
80448,2.89612800000000000e+08,-1.97268632471506397e+35,2.19189272856292334e-13,4.05675810184232960e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.55443467614143488e+17,1.50861297265461206e+09,4.63058533110760689e+09,0.00000000000000000e+00,4.63058533110760689e+09
80472,2.89699200000000000e+08,-1.97268632471516986e+35,2.72864461687142084e-13,5.24950831565373440e+16,3.18360656733702546e+31,0.00000000000000000e+00,2.62017714206265152e+17,1.50861297265461159e+09,4.63196677064552689e+09,0.00000000000000000e+00,4.63196677064552689e+09
80496,2.89785600000000000e+08,-1.97268632471528718e+35,3.32337318997979087e-13,4.80266679012556800e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.56733709019188096e+17,1.50861297265461111e+09,4.63334821018344784e+09,0.00000000000000000e+00,4.63334821018344784e+09
80520,2.89872000000000000e+08,-1.97268632471540745e+35,3.93306348819780510e-13,4.06731341346897920e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.55460252010738656e+17,1.50861297265461040e+09,4.63472964972136688e+09,0.00000000000000000e+00,4.63472964972136688e+09
80544,2.89958400000000000e+08,-1.97268632471553953e+35,4.60260068685439764e-13,3.73658031583395840e+16,3.18360656733702456e+31,0.00000000000000000e+00,2.50500483625708960e+17,1.50861297265460992e+09,4.63611108925929070e+09,0.00000000000000000e+00,4.63611108925929070e+09
80568,2.90044800000000000e+08,-1.97268632471567825e+35,5.30580176700769114e-13,4.16231121810882560e+16,3.18360656733702501e+31,0.00000000000000000e+00,2.55613223415165088e+17,1.50861297265461040e+09,4.63749252879720974e+09,0.00000000000000000e+00,4.63749252879720974e+09
